EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-05-10,1,0,1,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-11,2,0,3,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-12,2,0,5,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-13,0,0,5,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-14,0,0,5,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-15,1,0,6,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-16,6,1.714285714,12,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-17,3,2,15,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-18,2,2,17,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-19,3,2.142857143,20,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-20,0,2.142857143,20,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-21,1,2.285714286,21,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-22,1,2.285714286,22,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-23,3,1.857142857,25,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-24,4,2,29,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-25,4,2.285714286,33,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-26,2,2.142857143,35,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-27,5,2.857142857,40,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-28,0,2.714285714,40,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
2022-05-29,6,3.428571429,46,Data as Reported to CDC as of 30 Nov 2022 2:00 PM EDT,2022-12-02
